1,2,0.671963913
1,3,0.263315557
1,4,0.699264027
1,5,0.017976451
1,6,0.162167503
1,7,0.228491555
1,8,0.733395528
1,9,0.884806308
1,10,0.605786706
1,11,0.137498195
1,12,0.485960852
1,13,0.544560756
1,14,0.076429083
1,15,0.966135836
1,16,0.136590493
1,17,0.184323571
1,18,0.244796622
1,19,0.054016555
1,20,0.469741207
2,3,0.694946773
2,4,0.886595281
2,5,0.584460033
2,6,0.693773376
2,7,0.245027636
2,8,0.209234012
2,9,0.375446773
2,10,0.015667457
2,11,0.6761342
2,12,0.797834432
2,13,0.427451108
2,14,0.815603323
2,15,0.880829987
2,16,0.516651776
2,17,0.51346962
2,18,0.042310247
2,19,0.737991043
2,20,0.563683247
3,4,0.601937906
3,5,0.747904919
3,6,0.366118138
3,7,0.569812864
3,8,0.921480987
3,9,0.971640788
3,10,0.399669832
3,11,0.002105517
3,12,0.998481332
3,13,0.885775486
3,14,0.950753756
3,15,0.580590022
3,16,0.067489301
3,17,0.732449042
3,18,0.962879095
3,19,0.432465512
3,20,0.131656903
4,5,0.132209848
4,6,0.997658092
4,7,0.98469826
4,8,0.019508323
4,9,0.65003589
4,10,0.925360603
4,11,0.930611608
4,12,0.030487883
4,13,0.301607961
4,14,0.771368454
4,15,0.957337819
4,16,0.992540184
4,17,0.038127235
4,18,0.311181692
4,19,0.671035668
4,20,0.068298975
5,6,0.054515959
5,7,0.420281494
5,8,0.252934553
5,9,0.705631602
5,10,0.569202647
5,11,0.54710169
5,12,0.204265933
5,13,0.778469844
5,14,0.051344293
5,15,0.002588765
5,16,0.139081595
5,17,0.794430207
5,18,0.555640402
5,19,0.12165089
5,20,0.033639489
6,7,0.897377631
6,8,0.521077128
6,9,0.332607184
6,10,0.475262725
6,11,0.435761723
6,12,0.357034406
6,13,0.941365985
6,14,0.667607438
6,15,0.436010692
6,16,0.510451766
6,17,0.236480593
6,18,0.137673672
6,19,0.262379558
6,20,0.632111367
7,8,0.689374996
7,9,0.031224099
7,10,0.524638595
7,11,0.33337943
7,12,0.136727031
7,13,0.771566367
7,14,0.540839345
7,15,0.424510565
7,16,0.264361379
7,17,0.574138605
7,18,0.934960072
7,19,0.70494818
7,20,0.837702393
8,9,0.728170698
8,10,0.454026886
8,11,0.637735563
8,12,0.828741397
8,13,0.921072122
8,14,0.345781362
8,15,0.13735923
8,16,0.966448468
8,17,0.058486904
8,18,0.881824697
8,19,0.913096998
8,20,0.71987426
9,10,0.386353497
9,11,0.574874376
9,12,0.534976727
9,13,0.827943982
9,14,0.182866141
9,15,0.168469845
9,16,0.080494627
9,17,0.387443034
9,18,0.862108067
9,19,0.688677917
9,20,0.568877988
10,11,0.036179408
10,12,0.839236002
10,13,0.845854549
10,14,0.52919343
10,15,0.832706777
10,16,0.21947828
10,17,0.619654883
10,18,0.882359363
10,19,0.297401979
10,20,0.887026388
11,12,0.026738326
11,13,0.423116853
11,14,0.594107487
11,15,0.944918958
11,16,0.704956096
11,17,0.858588413
11,18,0.708809083
11,19,0.971577833
11,20,0.381970879
12,13,0.539076232
12,14,0.47271673
12,15,0.922705511
12,16,0.250119157
12,17,0.314414136
12,18,0.527984868
12,19,0.143447511
12,20,0.001276238
13,14,0.869213626
13,15,0.223038041
13,16,0.52809745
13,17,0.864288788
13,18,0.128997979
13,19,0.572669983
13,20,0.773159169
14,15,0.665919925
14,16,0.65323255
14,17,0.018775735
14,18,0.964661531
14,19,0.640348469
14,20,0.47709282
15,16,0.418370898
15,17,0.540350169
15,18,0.012376254
15,19,0.271652685
15,20,0.568768269
16,17,0.581638777
16,18,0.469950666
16,19,0.679809834
16,20,0.430238244
17,18,0.713434029
17,19,0.702804497
17,20,0.826091681
18,19,0.261173439
18,20,0.087510166
19,20,0.398468682
