전복,소금,0.024573201
전복,물,0.052566863
글루탐산모노나트륨,베이킹파우더,-0.159184008
글루탐산모노나트륨,바질,0.075767438
글루탐산모노나트륨,월계수잎,0.041914709
글루탐산모노나트륨,소고기,0.096383052
글루탐산모노나트륨,소육수,0.037593361
글루탐산모노나트륨,맥주,0.08487249
글루탐산모노나트륨,끓음,-0.00322622
글루탐산모노나트륨,사이트이동경로,0.123150814
글루탐산모노나트륨,황설탕,-0.05543037
글루탐산모노나트륨,버터,-0.045360766
글루탐산모노나트륨,양배추,0.108441109
글루탐산모노나트륨,카놀라유,-0.030586309
글루탐산모노나트륨,셀러리,0.118724705
글루탐산모노나트륨,치킨스톡,-0.02258938
글루탐산모노나트륨,쌀밥,0.047222051
글루탐산모노나트륨,게살,0.089703271
글루탐산모노나트륨,오이,0.016738675
글루탐산모노나트륨,계란,-0.034317852
글루탐산모노나트륨,곡분,-0.003902405
글루탐산모노나트륨,식빵,0.065717935
글루탐산모노나트륨,백설탕,-0.082788821
글루탐산모노나트륨,큐민가루,-0.034542555
글루탐산모노나트륨,울금,0.120933353
글루탐산모노나트륨,햄버거,0.128174029
글루탐산모노나트륨,꿀,-0.044100267
글루탐산모노나트륨,겨자무,0.112947472
글루탐산모노나트륨,케첩,0.118711659
글루탐산모노나트륨,마저럼,0.15416374
글루탐산모노나트륨,마요네즈,0.113036684
글루탐산모노나트륨,유즙,-0.055882829
글루탐산모노나트륨,모짜렐라치즈,-0.034373775
글루탐산모노나트륨,머스터드,0.121519288
글루탐산모노나트륨,국수,0.131521385
글루탐산모노나트륨,육두구,-0.050700384
글루탐산모노나트륨,올리브유,-0.16837021
글루탐산모노나트륨,양파,0.068534117
글루탐산모노나트륨,오레가노,0.079995438
글루탐산모노나트륨,피칸,-0.066888532
글루탐산모노나트륨,돼지고기,0.092488983
글루탐산모노나트륨,감자,-0.032318092
글루탐산모노나트륨,소금,0.031629479
글루탐산모노나트륨,참기름,0.024551227
글루탐산모노나트륨,사워크림,0.056777506
글루탐산모노나트륨,토마토,-0.010444733
글루탐산모노나트륨,베지터블오일,0.036375985
글루탐산모노나트륨,베르미첼리,0.255403334
글루탐산모노나트륨,물,0.013784756
아키오테페이스트,치킨스톡,0.118453817
아키오테페이스트,큐민가루,0.190029746
아키오테페이스트,꿀,0.018146772
아키오테페이스트,할라피뇨,0.143015769
아키오테페이스트,라임주스,0.163072287
아키오테페이스트,올리브유,0.040644342
아키오테페이스트,양파,0.038728094
아키오테페이스트,오렌지주스,0.274788241
아키오테페이스트,오레가노,0.147002718
아키오테페이스트,파인애플주스,0.195355644
아키오테페이스트,돼지목살,0.307055265
아키오테페이스트,살사,0.156053505
아키오테페이스트,소금,0.03678812
아키오테페이스트,토마토,0.043014133
아키오테페이스트,무염버터,-0.024025734
아키오테페이스트,베지터블오일,0.067261675
아키오테페이스트,물,0.043614664
아히오테_파우더,말린오레가노,0.215120383
아히오테_파우더,큐민가루,0.274639627
아히오테_파우더,올리브유,0.089487771
아히오테_파우더,양파,0.072723304
아히오테_파우더,양파가루,0.209148359
아히오테_파우더,소금,0.063073836
아히오테_파우더,토마토,0.120233275
아히오테_파우더,물,0.071098926
도토리,올리브유,0.086074931
도토리,양파,0.025546501
도토리,소금,-0.029617999
도토리,무염버터,0.063591402
도토리,물,0.010779287
이스트,사과주스,-0.044430091
이스트,애로루트,0.018919945
이스트,무화과,0.059072656
이스트,페타치즈,-0.051141985
이스트,저지방우유,0.01254943
이스트,판체타,-0.031308185
이스트,비엔나소세지,-0.05813112
이스트,설태너,0.010189269
이스트,토마토주스,-0.090185332
우무,애로루트,0.388519698
우무,유즙,0.016269026
우무,소금,-0.027667286
우무,물,0.079237897
용설란,베이킹파우더,0.068954263
용설란,카카오,0.385763684
용설란,카놀라유,0.063268556
용설란,아마,0.237573298
용설란,곡분,-0.067112227
용설란,꿀,-0.00251292
용설란,유즙,-0.058960475
용설란,올리브유,-0.050689277
용설란,양파,-0.123553437
용설란,오렌지주스,0.064852676
용설란,피칸,0.015535233
용설란,납작귀리,0.174485184
용설란,소금,-0.017961308
용설란,참기름,0.071226391
용설란,딸기,0.119658463
용설란,무염버터,-0.069225588
용설란,베지터블오일,-0.092630698
용설란,물,-0.006521352
아욜리,아티초크,0.285417405
아욜리,로켓샐러드,0.189986058
아욜리,아보카도,0.081246506
아욜리,바게트,0.231382472
아욜리,발사믹식초,0.109428672
아욜리,바질,0.075012259
아욜리,월계수잎,0.139625937
아욜리,빵,0.100282327
아욜리,버터,-0.099825042
아욜리,카놀라유,0.176023545
아욜리,셀러리,-0.002107755
아욜리,치킨스톡,0.027577345
아욜리,부추,0.172410043
아욜리,게,0.30390799
아욜리,게살,0.168152048
아욜리,오이,0.090263621
아욜리,계란,0.005363808
아욜리,어묵,0.246421446
아욜리,어장,0.115023268
아욜리,곡분,-0.05944221
아욜리,식빵,0.158989449
아욜리,차이브,0.101208853
아욜리,포도씨유,0.219978472
아욜리,큐민가루,0.039405848
아욜리,꿀,0.036063958
아욜리,할라피뇨,0.102947268
아욜리,레몬즙,0.059177779
아욜리,레몬제스트,0.127055579
아욜리,라임주스,0.063574232
아욜리,바닷가재,0.322631272
아욜리,마요네즈,0.177434397
아욜리,유즙,-0.110643771
아욜리,올리브유,0.102638382
아욜리,양파,-0.024731778
아욜리,파프리카,0.083421794
아욜리,감자,0.008116635
아욜리,쌀가루,0.223827734
아욜리,사프란,0.232099306
아욜리,소금,-0.006178277
아욜리,쪽파,0.079189186
아욜리,샬롯,0.12167193
아욜리,사워크림,-0.034748529
아욜리,토마토,0.102910115
아욜리,무염버터,-0.009844391
아욜리,베지터블오일,0.044339737
아욜리,물,-0.01152623
아욜리,애호박,0.063865278
아지바인,차트마살라,0.553172176
아지바인,곡분,0.054255914
아지바인,가람마살라,0.303818575
아지바인,양파,-0.001469259
아지바인,감자,0.117122905
아지바인,소금,0.07616069
아지바인,터머릭파우더,0.440316803
아지바인,베지터블오일,0.045373925
아지바인,물,0.065055732
아지바인,통밀가루,0.163159932
상면발효맥주,베이킹파우더,-0.006577755
상면발효맥주,베이킹소다,-0.030974136
상면발효맥주,월계수잎,0.127248998
상면발효맥주,소고기,0.157833661
상면발효맥주,소육수,0.097134342
상면발효맥주,황설탕,0.019755604
상면발효맥주,버터,0.013584135
상면발효맥주,새송이,0.165624528
상면발효맥주,카놀라유,0.054151938
상면발효맥주,셀러리,0.045233576
상면발효맥주,체다치즈,0.104145066
상면발효맥주,치즈,0.055356468
상면발효맥주,치킨스톡,0.104207737
상면발효맥주,고춧가루,0.044307376
상면발효맥주,부추,0.085245849
상면발효맥주,크림치즈,-0.03658305
상면발효맥주,계란,-0.067869152
상면발효맥주,곡분,0.050135147
상면발효맥주,마늘,0.073899957
상면발효맥주,큐민가루,0.024169798
상면발효맥주,꿀,-0.053884527
상면발효맥주,할라피뇨,0.118383209
상면발효맥주,레몬즙,-0.015237945
상면발효맥주,마요네즈,-0.041019215
상면발효맥주,유즙,-0.026469339
상면발효맥주,올리브유,0.004052863
상면발효맥주,양파,0.043346507
상면발효맥주,오레가노,0.049812596
상면발효맥주,파프리카,0.038769921
상면발효맥주,파슬리,0.056050909
상면발효맥주,후추,-0.024175393
상면발효맥주,감자,0.052398166
상면발효맥주,소금,-0.022341924
상면발효맥주,쪽파,0.050516787
상면발효맥주,샬롯,0.054680537
상면발효맥주,사워크림,-0.029568855
상면발효맥주,진간장,-0.048624484
상면발효맥주,타임,0.111649112
상면발효맥주,토마토퓌레,0.165705828
상면발효맥주,무염버터,0.043247428
상면발효맥주,베지터블오일,0.044976985
상면발효맥주,물,-0.020888508
자주개자리,아보카도,0.2255648
자주개자리,마요네즈,0.160147478
자주개자리,소금,-0.044063516
자주개자리,토마토,0.122224906
페투치니알프레도,엔젤헤어파스타,0.178516061
페투치니알프레도,아티초크,0.134230961
페투치니알프레도,아스파라거스,0.07534401
페투치니알프레도,베이컨,0.079270086
페투치니알프레도,구운감자,0.088229176
페투치니알프레도,발사믹식초,-0.079236353
페투치니알프레도,바질,0.038089089
페투치니알프레도,바질페스토,0.242198307
페투치니알프레도,블루치즈,0.049107787
페투치니알프레도,사이트이동경로,0.022173039
페투치니알프레도,브로콜리,0.127714001
페투치니알프레도,버터,-0.038159714
페투치니알프레도,새송이,0.06239857
페투치니알프레도,카놀라유,-0.104217228
페투치니알프레도,케이퍼,0.009690644
페투치니알프레도,셀러리,-0.109741762
페투치니알프레도,체다치즈,-0.009091545
페투치니알프레도,치즈,0.063817183
페투치니알프레도,닭,0.110980105
페투치니알프레도,치킨텐더,0.141517823
페투치니알프레도,고춧가루,-0.094171761
페투치니알프레도,고수,-0.091285476
페투치니알프레도,옥수숫가루,-0.020069616
페투치니알프레도,코티지치즈,0.138567203
페투치니알프레도,게살,0.045701051
페투치니알프레도,크림치즈,0.022177421
페투치니알프레도,큐민,-0.068871612
페투치니알프레도,디종머스터드,-0.049868945
페투치니알프레도,말린오레가노,0.004205106
페투치니알프레도,계란,-0.086709245
페투치니알프레도,가지,-0.019215017
페투치니알프레도,페타치즈,0.059192877
페투치니알프레도,페투치네,0.365439361
페투치니알프레도,곡분,-0.131190323
페투치니알프레도,폰티나,0.127717667
페투치니알프레도,생바질,0.090405153
페투치니알프레도,차이브,0.002690077
페투치니알프레도,마늘,0.076004463
페투치니알프레도,송이토마토,0.037698667
페투치니알프레도,바비큐치킨,0.34260358
페투치니알프레도,큐민가루,-0.105752806
페투치니알프레도,간터키,0.048090895
페투치니알프레도,햄,0.09136683
페투치니알프레도,게맛살,0.255242663
페투치니알프레도,이탈리안드레싱,0.080418813
페투치니알프레도,이탈리안소세지,0.158363416
페투치니알프레도,할라피뇨,-0.022497854
페투치니알프레도,라사냐,0.356725654
페투치니알프레도,레몬,-0.07433596
페투치니알프레도,레몬즙,-0.090658699
페투치니알프레도,레몬제스트,0.009011784
페투치니알프레도,링귀네,0.177790733
페투치니알프레도,마리나라,0.198873834
페투치니알프레도,마요네즈,-0.113238166
페투치니알프레도,고기완자,0.162938266
페투치니알프레도,유즙,-0.008159505
페투치니알프레도,몬테레이잭,0.042753287
페투치니알프레도,모짜렐라치즈,0.318617253
페투치니알프레도,국수,0.114110776
페투치니알프레도,육두구,-0.066771472
페투치니알프레도,올리브,0.029237288
페투치니알프레도,올리브유,0.021923506
페투치니알프레도,양파,-0.029500229
페투치니알프레도,양파가루,0.006213825
페투치니알프레도,오레가노,0.057851987
페투치니알프레도,판체타,0.058299307
페투치니알프레도,파프리카,-0.001772507
페투치니알프레도,파슬리,0.018760886
페투치니알프레도,파스타,0.168765499
페투치니알프레도,완두콩,0.124850715
페투치니알프레도,펜네,0.161344296
페투치니알프레도,후추,0.010707056
페투치니알프레도,페퍼로니,0.062663697
페투치니알프레도,페스토,0.205167346
페투치니알프레도,감자,-0.079336494
페투치니알프레도,프로슈토,0.135763374
페투치니알프레도,프로볼로네,0.158145907
페투치니알프레도,라비올리,0.292696053
페투치니알프레도,고추플레이크,0.042455198
페투치니알프레도,리코타치즈,0.241937513
페투치니알프레도,로마토마토,0.093919653
페투치니알프레도,로마노치즈,0.228020437
페투치니알프레도,소금,-0.106688327
페투치니알프레도,쪽파,-0.107714295
페투치니알프레도,시즈닝,0.057165958
페투치니알프레도,샬롯,-0.052702072
페투치니알프레도,새우,0.139422572
페투치니알프레도,사워크림,-0.029939125
페투치니알프레도,진간장,-0.165437843
페투치니알프레도,스파게티,0.120588331
페투치니알프레도,스파게티소스,0.200044365
페투치니알프레도,시금치,0.151380716
페투치니알프레도,스위트어니언,0.096138478
페투치니알프레도,타임,-0.027893759
페투치니알프레도,토마토,-0.032798381
페투치니알프레도,토마토소스,-0.015191075
페투치니알프레도,토르텔리니,0.269694796
페투치니알프레도,무염버터,-0.202673088
페투치니알프레도,채소,0.099193127
페투치니알프레도,베지터블오일,-0.092441583
페투치니알프레도,물,-0.117785214
페투치니알프레도,애호박,0.043984325
올스파이스,이스트,-0.048534801
올스파이스,아몬드,0.04633628
올스파이스,아몬드밀크,0.052176765
올스파이스,아니스,0.203428359
올스파이스,애플사이다,0.182844366
올스파이스,사과식초,0.125008988
올스파이스,사과주스,0.137066333
올스파이스,사과소스,0.237316433
올스파이스,매실,0.03280174
올스파이스,매실장아찌,0.018248861
올스파이스,애로루트,0.059980854
올스파이스,감미료,0.058074989
올스파이스,아스파라거스,-0.137785196
올스파이스,아보카도,-0.140879902
올스파이스,미니당근,-0.019344652
올스파이스,베이컨,-0.085865492
올스파이스,베이킹파우더,0.137438748
올스파이스,베이킹소다,0.20310927
올스파이스,발사믹식초,-0.063872318
올스파이스,바나나,0.009406605
올스파이스,바비큐소스,-0.094324713
올스파이스,바질,-0.053823304
올스파이스,월계수잎,0.06660366
올스파이스,소고기,0.059772749
올스파이스,소육수,0.024730876
올스파이스,맥주,0.009640562
올스파이스,장과,-0.008876603
올스파이스,탄산수소나트륨,0.080370892
올스파이스,홍차,0.142545013
올스파이스,블랙베리,-0.038752475
올스파이스,올리고당,0.215662189
올스파이스,블루베리,0.015642763
올스파이스,끓음,0.013314183
올스파이스,브랜디,0.126930363
올스파이스,빵,-0.014704145
올스파이스,사이트이동경로,0.01673546
올스파이스,드립커피,-0.031297225
올스파이스,브로콜리,-0.129776193
올스파이스,부용,0.019525537
올스파이스,황설탕,0.182476917
올스파이스,불구르,0.123957343
올스파이스,불구르,0.159578268
올스파이스,부르고뉴포도주,0.066943059
올스파이스,버터,0.013776727
올스파이스,버터넛스쿼시,0.067047329
올스파이스,새송이,-0.088724093
올스파이스,양배추,-0.01121395
올스파이스,칼바도스,0.063332568
올스파이스,사탕,-0.01268899
올스파이스,토마토통조림,0.036858032
올스파이스,카놀라유,0.048821721
올스파이스,케이퍼,-0.126720406
올스파이스,캐러멜,-0.011659039
올스파이스,캐러멜소스,0.064699157
올스파이스,카다멈,0.282022534
올스파이스,캐슈,-0.011241347
올스파이스,케찹,0.019619923
올스파이스,콜리플라워,-0.036747043
올스파이스,셀러리,-0.046002086
올스파이스,체다치즈,-0.14111934
올스파이스,치즈,-0.176843244
올스파이스,방울토마토,-0.161920039
올스파이스,밤나무속,0.073980974
올스파이스,치아시드,0.035491272
올스파이스,닭,-0.047043773
올스파이스,치킨스톡,0.003058659
올스파이스,병아리콩,0.01177763
올스파이스,칠리,0.025433182
올스파이스,고추,0.070341565
올스파이스,고춧가루,0.05697326
올스파이스,칠리소스,-0.034656089
올스파이스,꽈리고추,0.024025422
올스파이스,부추,-0.080468239
올스파이스,초콜릿,-0.041310007
올스파이스,척로스트,0.066815065
올스파이스,사과주,0.214542708
올스파이스,시트론,0.321538794
올스파이스,정향나무,0.443316748
올스파이스,코코아,0.002052694
올스파이스,코코아가루,-0.023129602
올스파이스,코코넛밀크,-0.035190297
올스파이스,코코넛기름,0.07500243
올스파이스,커피,0.073450123
올스파이스,코냑,0.057538505
올스파이스,콜라드그린스,0.022558155
올스파이스,연유,-0.004762964
올스파이스,쌀밥,-0.053125884
올스파이스,식용유,-0.004195653
올스파이스,옥수수기름,0.050082164
올스파이스,물엿,0.007850439
올스파이스,옥수수녹말,-0.032405382
올스파이스,옥수숫가루,-0.05582558
올스파이스,쿠스쿠스,0.057095786
올스파이스,드라이크랜베리,0.096076106
올스파이스,크랜베리주스,0.03987879
올스파이스,크림,0.016101241
올스파이스,크림치즈,-0.029349187
올스파이스,크렘프레슈,-0.060892259
올스파이스,오이,-0.064973735
올스파이스,큐민,0.152510117
올스파이스,쿠민,0.083262095
올스파이스,까치밥나무속,0.271700763
올스파이스,둥켈,0.042481856
올스파이스,딜,0.006236012
올스파이스,드라이크랜베리,0.085407514
올스파이스,무화과,0.108502261
올스파이스,건과,0.101596701
올스파이스,말린오레가노,-0.042550623
올스파이스,계란,0.078740309
올스파이스,계란대체품,0.086288251
올스파이스,흰자,0.038534631
올스파이스,가지,0.012510885
올스파이스,지방,0.024797644
올스파이스,페타치즈,-0.073019409
올스파이스,무화과나무,0.144702781
올스파이스,아마,0.10014251
올스파이스,곡분,0.106330797
올스파이스,식빵,-0.061869452
올스파이스,생바질,-0.15968535
올스파이스,차이브,-0.129493501
올스파이스,열매,0.005412956
올스파이스,가람마살라,-0.025163208
올스파이스,마늘,-0.029830799
올스파이스,젤라틴,-0.059205136
올스파이스,기,-0.00849337
올스파이스,진,-0.050274829
올스파이스,진저에일,-0.035414735
올스파이스,생강가루,0.132704703
올스파이스,생강쿠키,0.112521789
올스파이스,그라함크래커크러스트,0.031610175
올스파이스,그랑마르니에,0.000900582
올스파이스,그라니스미스,0.128746317
올스파이스,백설탕,0.05143809
올스파이스,포도주스,0.13957875
올스파이스,포도잎,0.189197768
올스파이스,포도씨유,-0.043375922
올스파이스,흰강낭콩,-0.01275669
올스파이스,카옌고추,0.025430867
올스파이스,큐민가루,0.014956137
올스파이스,다짐육,0.157908201
